Hidden Neurons,Epoch,Parameters,Train Loss,Train Accuracy,Test Loss,Test Accuracy
2,50,1600,2.1692316234111786,0.271,2.1330339516265484,0.3214
2,100,1600,2.1288111582398415,0.342,2.086366680603993,0.4068
2,150,1600,2.0893206670880318,0.37925,2.034392934811266,0.4452
2,200,1600,2.05671913176775,0.40975,2.001512172855908,0.4747
2,250,1600,2.038815211504698,0.4415,1.9863195630568493,0.4978
2,300,1600,2.0310859717428684,0.457,1.9765156386773797,0.5126
2,350,1600,2.0193076208233833,0.466,1.9697532427461841,0.5168
2,400,1600,2.013971474021673,0.47375,1.9645570637304572,0.5224
2,450,1600,2.0109202340245247,0.4785,1.96061471444142,0.5244
2,500,1600,2.0051068142056465,0.4825,1.9572230426571038,0.5258
2,550,1600,2.0000579319894314,0.4865,1.9545332283913335,0.5277
2,600,1600,2.0007380954921246,0.48875,1.9522087423107293,0.5295
2,650,1600,1.9970426633954048,0.4915,1.9499602785593346,0.5301
2,700,1600,1.991134762763977,0.494,1.9481217785726619,0.532
2,750,1600,1.9879726134240627,0.49725,1.9460250561750387,0.5347
2,800,1600,1.9836147725582123,0.499,1.944640714910966,0.5354
2,850,1600,1.9845363311469555,0.5,1.9433149310606945,0.5361
2,900,1600,1.9839830920100212,0.501,1.942259673830829,0.5367
2,950,1600,1.9833992831408978,0.50175,1.9412129423286342,0.5372
2,1000,1600,1.981823917478323,0.5015,1.9404317397105544,0.5373
2,1050,1600,1.9798040427267551,0.50375,1.9397491925879369,0.5369
2,1100,1600,1.9797429740428925,0.5045,1.9389537814297253,0.5371
2,1150,1600,1.9749181903898716,0.505,1.9383716175827799,0.5373
2,1200,1600,1.9785462208092213,0.506,1.9379089376594447,0.537
2,1250,1600,1.9752041846513748,0.50725,1.9373340802856638,0.5366
2,1300,1600,1.9731919802725315,0.50775,1.9368813128411015,0.5364
2,1350,1600,1.9706816487014294,0.508,1.9363179071040093,0.5367
2,1400,1600,1.9729833900928497,0.50925,1.936148632930804,0.5362
2,1450,1600,1.9691202938556671,0.50975,1.9356289181528212,0.5359
2,1500,1600,1.9659381322562695,0.51025,1.9353163347968572,0.536
2,1550,1600,1.969653781503439,0.5105,1.9351099759717532,0.5364
2,1600,1600,1.9675531163811684,0.51075,1.9346774952321113,0.5367
2,1650,1600,1.965805858373642,0.51075,1.9342327917678446,0.5373
2,1700,1600,1.9699165560305119,0.511,1.9340394644797603,0.5371
2,1750,1600,1.9654307998716831,0.511,1.9337841257264343,0.5367
2,1800,1600,1.9678897522389889,0.51125,1.9335668660417389,0.5371
2,1850,1600,1.9652718491852283,0.5115,1.9331923647771907,0.5378
2,1900,1600,1.961450632661581,0.512,1.9330769566041004,0.537
2,1950,1600,1.9643629975616932,0.5125,1.9326538164404374,0.5373
2,2000,1600,1.9609601870179176,0.5135,1.9323940352548528,0.5375
2,2050,1600,1.961952842772007,0.51475,1.9321737395057195,0.5375
2,2100,1600,1.9648291617631912,0.51525,1.9320576643641991,0.5376
2,2150,1600,1.959828108549118,0.515,1.9318861071067521,0.5377
2,2200,1600,1.9641648046672344,0.5155,1.9318243506588513,0.5371
2,2250,1600,1.9626872353255749,0.51575,1.9316126138349123,0.5371
2,2300,1600,1.9591198861598969,0.51625,1.9315212859383113,0.5369
2,2350,1600,1.9602311588823795,0.51625,1.9314816314962846,0.5368
2,2400,1600,1.9599297679960728,0.516,1.9314755820020844,0.5362
2,2450,1600,1.9597039557993412,0.51625,1.9312646192840384,0.5366
2,2500,1600,1.9611994102597237,0.51725,1.9310275633123857,0.5366
2,2550,1600,1.9544129371643066,0.51725,1.931011931805671,0.5364
2,2600,1600,1.95786377415061,0.5175,1.930820742739907,0.5365
2,2650,1600,1.95614318177104,0.51775,1.930664088152632,0.5368
2,2700,1600,1.956031907349825,0.518,1.9306530605388592,0.5365
2,2750,1600,1.955926600843668,0.51825,1.9305609449555603,0.5363
2,2800,1600,1.9568649604916573,0.519,1.930452624453774,0.5364
2,2850,1600,1.9517144039273262,0.5185,1.9303873822658877,0.5363
2,2900,1600,1.9547963850200176,0.5185,1.9302982288070871,0.5362
2,2950,1600,1.9544889442622662,0.519,1.930156102663354,0.5358
2,3000,1600,1.9513630121946335,0.52025,1.929953495158425,0.5361
2,3050,1600,1.9568632654845715,0.5205,1.9299226893654353,0.5363
2,3100,1600,1.9505016319453716,0.52125,1.9296812392488312,0.5366
2,3150,1600,1.950568813830614,0.521,1.9298065251941923,0.5363
2,3200,1600,1.953509945422411,0.52175,1.9296042406106297,0.5363
2,3250,1600,1.9529552944004536,0.5225,1.9295832295961017,0.536
2,3300,1600,1.9526442661881447,0.52225,1.9294644066050082,0.5362
2,3350,1600,1.9525061212480068,0.523,1.9294259246391585,0.5365
2,3400,1600,1.951591894030571,0.523,1.9292772389665436,0.5365
2,3450,1600,1.9521135203540325,0.523,1.929288058341304,0.537
2,3500,1600,1.9532400369644165,0.5235,1.9291480115697355,0.5366
2,3550,1600,1.9520943090319633,0.52375,1.9290816678276546,0.5362
2,3600,1600,1.9507841728627682,0.5235,1.9290596910669833,0.5368
2,3650,1600,1.949695236980915,0.5235,1.9289600215380704,0.5368
2,3700,1600,1.9490237832069397,0.52375,1.9289468240134324,0.5369
2,3750,1600,1.9518921859562397,0.52425,1.9288228810588015,0.5373
2,3800,1600,1.9470668509602547,0.52425,1.9288654885714567,0.5368
2,3850,1600,1.949513167142868,0.52425,1.9287118655216844,0.5369
2,3900,1600,1.949098840355873,0.524,1.9286303324035452,0.5368
2,3950,1600,1.947886187583208,0.525,1.9285428644735603,0.5369
2,4000,1600,1.9524508751928806,0.52475,1.9284185850167577,0.5372
4,50,3190,1.9349315389990807,0.53475,1.8531376138518127,0.6216
4,100,3190,1.918589599430561,0.5495,1.8412000770810284,0.6249
4,150,3190,1.913799487054348,0.55625,1.8377077504049373,0.6266
4,200,3190,1.906723115593195,0.56,1.8360412950757183,0.627
4,250,3190,1.905712515115738,0.5615,1.8349994828429403,0.6268
4,300,3190,1.9007402174174786,0.5625,1.8343616829642766,0.627
4,350,3190,1.9018024951219559,0.56525,1.8339157738263094,0.6272
4,400,3190,1.9006741009652615,0.56675,1.833344747748556,0.6272
4,450,3190,1.9023775421082973,0.567,1.833052081397817,0.6279
4,500,3190,1.8955685682594776,0.5675,1.8326322745673265,0.6284
4,550,3190,1.9003328047692776,0.56825,1.8324166309984424,0.6283
4,600,3190,1.8973033986985683,0.5695,1.8324056033846698,0.6289
4,650,3190,1.8970496729016304,0.57025,1.8322723847401292,0.6283
4,700,3190,1.8941427171230316,0.5705,1.8322969146921664,0.6277
4,750,3190,1.8952186852693558,0.57125,1.8320715427398682,0.6282
4,800,3190,1.8899123929440975,0.57175,1.8320750058451785,0.6281
4,850,3190,1.8885952159762383,0.57225,1.8320206720617753,0.6289
4,900,3190,1.893836833536625,0.5725,1.8319658901118026,0.6286
4,950,3190,1.8908607512712479,0.5725,1.831948524788965,0.6286
4,1000,3190,1.8917851112782955,0.5725,1.832010848612725,0.6286
4,1050,3190,1.8904150947928429,0.5725,1.8320177959490427,0.6285
4,1100,3190,1.8909846991300583,0.5725,1.832027308548553,0.6285
4,1150,3190,1.8895015269517899,0.57275,1.8321127529385723,0.6284
4,1200,3190,1.8898780010640621,0.57275,1.8321010040331491,0.6288
