Hidden Neurons,Epoch,Parameters,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,100,805,1.9730031963378665,0.24825,1.808385134502581,0.2665
1,200,805,1.9293015116737002,0.262,1.7743245545466235,0.2668
1,300,805,1.9115978876749675,0.29325,1.7686168266709443,0.3052
1,400,805,1.9006310739214458,0.302,1.7630893827243974,0.3188
1,500,805,1.8960488580522084,0.30275,1.7645175183654591,0.3198
1,600,805,1.893370757027278,0.3015,1.7569000083170119,0.3203
1,700,805,1.8889175861600846,0.30525,1.7704951854268456,0.3188
1,800,805,1.8860147813009838,0.3065,1.7624033104841876,0.3226
1,900,805,1.885969916979472,0.307,1.7582323710629895,0.321
1,1000,805,1.884680882332817,0.312,1.7661616407382261,0.3214
1,1100,805,1.8836317384053791,0.311,1.7582125284109906,0.3193
1,1200,805,1.8842087529954457,0.3075,1.7608711742291785,0.3189
1,1300,805,1.880534435075427,0.31025,1.7596499646545216,0.3228
1,1400,805,1.880279783218626,0.3145,1.7719537186774479,0.3194
1,1500,805,1.8798076217136686,0.31125,1.7622832591366615,0.3236
1,1600,805,1.8781060377756755,0.30875,1.7621815272956898,0.3177
1,1700,805,1.878034029688154,0.3115,1.762985184693792,0.321
1,1800,805,1.8789344458352952,0.31475,1.7639474071514833,0.3189
1,1900,805,1.8796592156092327,0.31275,1.7708687417826074,0.3206
1,2000,805,1.8763606132022919,0.3145,1.7660557229048128,0.3212
2,100,1600,1.646927553509909,0.43125,1.3844074504390644,0.4756
2,200,1600,1.5827495843645125,0.46825,1.3370454577124042,0.499
2,300,1600,1.5607293636079818,0.49175,1.3376454684385068,0.5126
2,400,1600,1.5474834290761796,0.49725,1.334867815303195,0.513
2,500,1600,1.541315127932836,0.4935,1.3391812364007258,0.5098
2,600,1600,1.534823218981425,0.49875,1.3616767878745013,0.492
2,700,1600,1.5310399172798035,0.5,1.352230191230774,0.4992
2,800,1600,1.5219356181129577,0.50525,1.3508392906492683,0.5054
2,900,1600,1.5221740045244732,0.506,1.3497509067984903,0.5042
2,1000,1600,1.518380435686263,0.50625,1.3508860267651308,0.5019
2,1100,1600,1.5161687305995397,0.5065,1.3651717400095265,0.4969
2,1200,1600,1.515868656218998,0.50775,1.3615705435443077,0.5013
2,1300,1600,1.5125296986292278,0.51075,1.3623697529932497,0.501
2,1400,1600,1.509850575810387,0.511,1.3571454529549665,0.4995
2,1500,1600,1.5113359595101976,0.5095,1.3619752780647034,0.4998
2,1600,1600,1.5059572382578774,0.51225,1.374422680800128,0.4942
2,1700,1600,1.5071718844156416,0.50975,1.3638650976168882,0.497
2,1800,1600,1.507592138789949,0.51175,1.3686055856145871,0.4972
2,1900,1600,1.5019580901615204,0.5125,1.3642900316578568,0.4985
2,2000,1600,1.4999349401110695,0.51125,1.3687938937715665,0.4989
4,100,3190,1.2201181394713265,0.6925,0.8569075941659843,0.7591
4,200,3190,1.1519986892503404,0.70575,0.9140579356889057,0.7281
4,300,3190,1.1219887440166776,0.709,0.9268497484884445,0.7184
4,400,3190,1.0989141804831368,0.70825,0.9574232982222441,0.7036
4,500,3190,1.0869338379965887,0.71175,0.9672288418195809,0.6997
4,600,3190,1.0725413655477858,0.71475,0.9759509164816255,0.6991
4,700,3190,1.0634136039113242,0.719,0.9913114440289272,0.6926
4,800,3190,1.0571642981635199,0.7225,1.0124870337498415,0.6853
4,900,3190,1.04650920913333,0.723,1.0189110547493978,0.6825
4,1000,3190,1.0475615215679956,0.72,1.0232322701982632,0.6814
4,1100,3190,1.0391210118929546,0.72425,1.0170404635796881,0.6838
4,1200,3190,1.036185922130706,0.72225,1.0242687940217887,0.6852
4,1300,3190,1.0311642251317463,0.72325,1.0412968336396915,0.6775
4,1400,3190,1.0311133577710105,0.7225,1.0655717320123297,0.6723
4,1500,3190,1.0273224777645535,0.72525,1.0487589568469176,0.6763
4,1600,3190,1.0204518692834037,0.72425,1.0627121219209805,0.6721
4,1700,3190,1.0222587557066054,0.7265,1.05651801634746,0.6735
4,1800,3190,1.0203636345409213,0.724,1.0615732157306306,0.6702
4,1900,3190,1.0200346064946009,0.72575,1.0708350007701073,0.6714
4,2000,3190,1.0150629991576785,0.72925,1.071284765840336,0.6687
6,100,4780,1.0304036206669278,0.749,0.7196455447916772,0.81
